

Training : at 	1527607955.6948347
 Epoch :0, 	Average cost:3.453185992294483

 Dev Accuracy : 32.20338983050847
 Average Dev Cost : 
 1.9909
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
captain:team			IsA	PartOf
look:view			IsA	Synonym
book:library			IsA	PartOf
news:newspaper			IsA	PartOf
pleasure:satisfaction			IsA	Synonym
gold:metal			IsA	IsA
vision:view			IsA	Synonym
ski:travel			IsA	IsA
balloon:air			IsA	HasA
ear:head			IsA	PartOf
telephone:call			IsA	Synonym
sound:vision			IsA	Antonym
plant:flower			IsA	HasA
board:wood			IsA	MadeOf
column:row			IsA	Antonym
air:land			IsA	Antonym
pay:tax			IsA	Antonym
sun:shine			IsA	HasProperty
illness:sickness			IsA	Synonym
love:emotion			IsA	IsA
man:animal			IsA	IsA
china:state			IsA	IsA
vehicle:wheel			IsA	HasA
bag:baggage			IsA	Synonym
cheese:milk			IsA	MadeOf
end:conclusion			IsA	Synonym
stage:scene			IsA	IsA
wheel:car			IsA	PartOf
column:text			IsA	IsA
pen:ink			IsA	HasA
game:match			IsA	Synonym
part:side			IsA	Synonym
face:nose			IsA	HasA
box:pack			IsA	Synonym
bus:place			IsA	IsA
pop:sound			IsA	IsA
bone:flesh			IsA	Antonym
hour:second			IsA	Antonym
gentleman:lady			IsA	Antonym
bar:court			IsA	PartOf
act:performance			IsA	IsA
sport:entertainment			IsA	IsA
bone:muscle			IsA	Antonym
bird:mammal			IsA	Antonym
brick:clay			IsA	MadeOf
black:light			IsA	Antonym
music:tv			IsA	IsA
book:sentence			IsA	HasA
report:document			IsA	IsA
subject:sentence			IsA	PartOf
human:social			IsA	HasProperty
dance:sport			IsA	IsA
high:low			IsA	Antonym
employee:worker			IsA	IsA
ocean:sea			IsA	Synonym
well:place			IsA	IsA
life:memory			IsA	MadeOf
increase:rise			IsA	Synonym
knowledge:information			IsA	Synonym
drive:park			IsA	Antonym
vacation:work			IsA	Antonym
city:state			IsA	PartOf
apartment:house			IsA	IsA
dice:game			IsA	IsA
room:full			IsA	Antonym
machine:man			IsA	Antonym
game:fun			IsA	HasProperty
face:back			IsA	Antonym
pet:animal			IsA	IsA
ghost:spirit			IsA	Synonym
brain:person			IsA	PartOf
ocean:water			IsA	HasA
key:door			IsA	PartOf
tax:bill			IsA	IsA
god:evil			IsA	Antonym
food:fun			IsA	HasProperty
size:property			IsA	IsA
crop:harvest			IsA	Synonym
squash:sport			IsA	IsA
order:instruction			IsA	Synonym
line:business			IsA	IsA
tree:trunk			IsA	HasA
root:number			IsA	IsA
ear:eye			IsA	Antonym
table:wood			IsA	MadeOf
capital:city			IsA	IsA
team:individual			IsA	Antonym
water:fluid			IsA	HasProperty
kingdom:country			IsA	IsA
example:person			IsA	IsA
rubbish:waste			IsA	IsA
word:language			IsA	PartOf
book:text			IsA	HasA
costume:dress			IsA	IsA
plate:glass			IsA	MadeOf
chocolate:sugar			IsA	MadeOf
pavement:road			IsA	Synonym
use:album			IsA	IsA
rest:death			IsA	IsA
mountain:peak			IsA	HasA
iron:metal			IsA	IsA
seed:fruit			IsA	PartOf
law:rule			IsA	IsA
house:roof			IsA	HasA
darkness:light			IsA	Antonym
mind:matter			IsA	Antonym
hockey:ice			IsA	HasProperty
animal:vegetable			IsA	Antonym
coffee:tea			IsA	Antonym
bit:part			IsA	Synonym
dance:step			IsA	Entails
dog:nose			IsA	HasA
soup:meat			IsA	Antonym
sight:vision			IsA	Synonym
bedroom:floor			IsA	HasA
fish:bone			IsA	HasA
separation:marriage			Antonym	Antonym
grass:weed			IsA	Antonym
planet:world			IsA	IsA
promotion:change			IsA	IsA
court:government			IsA	IsA
house:bathroom			IsA	HasA
person:fun			IsA	HasA
string:line			IsA	Synonym
newspaper:paper			IsA	MadeOf
order:class			IsA	MemberOf
night:time			IsA	IsA
problem:question			IsA	IsA
end:part			IsA	IsA
game:word			IsA	IsA
tree:forest			IsA	MemberOf
piece:whole			IsA	PartOf
drive:walk			IsA	Antonym
lake:water			IsA	HasA
game:sport			IsA	Synonym
race:act			IsA	IsA
problem:challenge			IsA	Synonym
toe:foot			IsA	PartOf
wine:fruit			IsA	MadeOf
sound:energy			IsA	IsA
eye:face			IsA	PartOf
beach:sand			IsA	HasA
change:action			IsA	IsA
eye:needle			Antonym	PartOf
trumpet:horn			IsA	IsA
atom:nucleus			IsA	MadeOf
chapter:text			IsA	PartOf
bone:foot			IsA	PartOf
japan:island			IsA	IsA
weapon:war			IsA	PartOf
car:new			IsA	HasProperty
end:change			IsA	IsA
men:girl			IsA	Antonym
employee:person			IsA	IsA
person:group			IsA	Antonym
picture:movie			IsA	Antonym
boat:sail			IsA	HasA
company:place			IsA	IsA
garden:lawn			IsA	HasA
figure:text			IsA	PartOf
nature:city			IsA	Antonym
fact:information			IsA	IsA
energy:need			IsA	HasProperty
grass:water			IsA	Antonym
control:test			IsA	IsA
culture:growth			IsA	IsA
dinner:party			IsA	IsA
day:light			IsA	HasProperty
city:place			IsA	IsA
book:knowledge			IsA	IsA
parent:family			IsA	PartOf
play:nothing			IsA	Antonym
person:individual			IsA	IsA
stage:screen			IsA	Antonym
hand:aid			IsA	IsA
music:sound			IsA	IsA
action:exercise			IsA	Synonym
continent:country			IsA	MadeOf
head:leader			IsA	Synonym
life:experience			IsA	Synonym
home:vacation			IsA	Antonym
record:play			IsA	Antonym
market:business			IsA	IsA
world:material			IsA	MadeOf
school:university			IsA	Synonym
act:art			IsA	IsA
dance:fun			IsA	HasProperty
door:wood			IsA	MadeOf
part:whole			IsA	PartOf
female:male			IsA	Antonym
show:program			IsA	Synonym
beach:shore			IsA	PartOf
world:experience			IsA	IsA
order:law			IsA	Synonym
movie:show			IsA	IsA
water:place			IsA	IsA
matter:stuff			IsA	Synonym
boot:shoe			IsA	IsA
animal:body			IsA	HasA
bike:motorcycle			IsA	Synonym
growth:film			IsA	IsA
market:place			IsA	IsA
home:out			IsA	Antonym
race:fun			IsA	HasProperty
sand:stone			IsA	Antonym
pride:satisfaction			IsA	IsA
drive:stop			IsA	Antonym
earth:sea			Antonym	Antonym
nation:state			IsA	Synonym
article:news			IsA	HasA
question:statement			IsA	Antonym
music:contemporary			IsA	HasProperty
long:time			IsA	Synonym
house:window			IsA	HasA
girl:fun			IsA	HasA
liberty:freedom			IsA	IsA
job:work			IsA	IsA
jack:flag			IsA	IsA
home:school			IsA	Antonym
football:fun			IsA	HasProperty
collar:neck			IsA	PartOf
earth:universe			IsA	PartOf
sport:athlete			IsA	IsA
spouse:marriage			IsA	MemberOf
 Test Accuracy :26.939351198871652
 Epoch :1, 	Average cost:3.3026910605055564

 Dev Accuracy : 33.05084745762712
 Average Dev Cost : 
 1.9281
[torch.cuda.FloatTensor of size 1 (GPU 0)]


 Testing : 
 Input 			 Prediction 	 Actual
university:place			IsA	IsA
state:city			IsA	HasA
house:audience			IsA	IsA
earth:soil			IsA	Synonym
envelope:letter			IsA	HasA
door:car			IsA	PartOf
floor:carpet			IsA	HasProperty
center:place			IsA	IsA
basketball:sport			IsA	IsA
nature:industry			IsA	Antonym
land:soil			IsA	Synonym
point:knife			IsA	PartOf
organ:instrument			IsA	IsA
leader:follower			IsA	HasA
tongue:mouth			IsA	PartOf
john:man			IsA	Synonym
air:weight			IsA	HasA
food:eat			IsA	Synonym
house:black			IsA	HasProperty
pool:group			IsA	IsA
village:country			IsA	PartOf
star:galaxy			IsA	MemberOf
ring:gold			IsA	MadeOf
lease:rent			IsA	Synonym
cover:book			IsA	PartOf
mind:heart			IsA	Antonym
ride:park			IsA	Antonym
time:newspaper			IsA	IsA
order:peace			IsA	Synonym
eye:lens			IsA	HasA
play:use			IsA	IsA
leg:body			IsA	PartOf
atmosphere:air			IsA	IsA
bias:prejudice			IsA	IsA
america:world			IsA	PartOf
drug:medicine			IsA	Synonym
population:person			IsA	IsA
music:talk			IsA	Antonym
galaxy:universe			IsA	PartOf
church:temple			IsA	Antonym
organization:order			IsA	Synonym
cloud:sky			IsA	PartOf
hop:jump			IsA	Antonym
set:place			IsA	IsA
fire:fireplace			IsA	IsA
language:phrase			IsA	Synonym
lot:crowd			IsA	Synonym
column:table			IsA	PartOf
black:white			IsA	Antonym
faith:confidence			IsA	Synonym
ship:vessel			IsA	IsA
day:morning			IsA	Antonym
bottle:glass			IsA	MadeOf
lady:man			IsA	Antonym
gold:value			IsA	HasA
castle:place			IsA	IsA
toilet:bathroom			IsA	Synonym
dinner:meal			IsA	IsA
begin:end			IsA	Antonym
oxygen:atmosphere			IsA	PartOf
mountain:land			IsA	MadeOf
sea:blue			IsA	HasProperty
face:body			IsA	PartOf
church:altar			IsA	HasA
change:money			IsA	IsA
head:hammer			IsA	PartOf
city:state			IsA	Antonym
person:skin			HasA	HasA
pitch:play			IsA	IsA
river:stream			IsA	Antonym
comfort:support			IsA	IsA
body:human			IsA	PartOf
group:band			IsA	Synonym
act:action			IsA	Synonym
trouble:life			IsA	PartOf
nucleus:cell			IsA	PartOf
dance:art			IsA	IsA
bedroom:bathroom			IsA	Antonym
art:creation			IsA	IsA
everyone:value			IsA	HasA
farm:town			IsA	Antonym
bread:flour			IsA	MadeOf
word:letter			IsA	MadeOf
sheet:page			IsA	Synonym
galaxy:universe			IsA	MemberOf
car:seat			IsA	HasA
child:fun			IsA	HasA
earth:gravity			IsA	HasA
pleasure:happiness			IsA	Synonym
field:forest			Antonym	Antonym
tool:metal			Synonym	MadeOf
night:dark			IsA	HasProperty
leaf:tree			IsA	PartOf
board:surface			IsA	IsA
party:work			IsA	Antonym
cookie:text			IsA	IsA
peace:order			IsA	IsA
vision:dream			IsA	Synonym
drive:ride			IsA	Synonym
story:interest			IsA	HasProperty
pupil:student			IsA	Synonym
gold:silver			IsA	Antonym
dress:coat			IsA	Synonym
house:tv			IsA	HasA
answer:question			IsA	Antonym
argument:conclusion			IsA	PartOf
organism:disease			Antonym	HasA
body:organ			IsA	HasA
person:social			IsA	HasProperty
sea:water			IsA	MadeOf
edge:sword			IsA	PartOf
second:minute			IsA	PartOf
blue:white			IsA	Antonym
crop:plant			IsA	IsA
japan:pacific			IsA	PartOf
war:violence			IsA	IsA
man:wife			IsA	Antonym
book:interest			IsA	HasProperty
room:door			IsA	HasA
scene:movie			IsA	PartOf
father:parent			IsA	IsA
language:communication			IsA	IsA
floor:hallway			IsA	PartOf
study:school			Antonym	IsA
star:constellation			IsA	MemberOf
feature:article			IsA	Synonym
note:scale			IsA	MemberOf
america:country			IsA	IsA
horse:foot			IsA	HasA
travel:fun			IsA	HasProperty
butter:milk			IsA	MadeOf
baby:family			IsA	PartOf
sound:nothing			IsA	Antonym
stone:high			IsA	Synonym
sun:company			IsA	IsA
shop:store			IsA	Synonym
house:wood			IsA	MadeOf
beam:light			IsA	IsA
movement:change			IsA	IsA
table:plate			IsA	Antonym
action:work			IsA	IsA
act:drama			IsA	IsA
share:stock			IsA	Synonym
salt:vinegar			IsA	Antonym
knowledge:freedom			IsA	IsA
china:country			IsA	IsA
cover:report			IsA	Synonym
fun:life			IsA	PartOf
i:answer			IsA	HasA
rain:water			IsA	IsA
confidence:fear			IsA	Antonym
house:stone			IsA	MadeOf
story:truth			IsA	Antonym
child:fun			IsA	HasProperty
spine:body			IsA	PartOf
pain:life			IsA	PartOf
part:hair			IsA	PartOf
article:document			IsA	PartOf
data:bit			IsA	MadeOf
science:magic			IsA	Antonym
buy:sell			IsA	Antonym
forest:nature			IsA	PartOf
factory:place			IsA	IsA
family:business			IsA	IsA
car:roof			IsA	HasA
meat:vegetable			IsA	Antonym
one:song			IsA	IsA
master:person			IsA	IsA
glass:sand			IsA	MadeOf
memory:experience			IsA	MadeOf
crime:book			IsA	IsA
gas:oil			IsA	Antonym
gun:war			IsA	PartOf
window:house			IsA	PartOf
word:dictionary			IsA	PartOf
performance:show			IsA	IsA
stand:support			IsA	Synonym
plan:idea			IsA	IsA
agreement:contract			IsA	Synonym
date:point			IsA	IsA
board:table			IsA	Synonym
set:member			IsA	MadeOf
city:crowd			IsA	HasProperty
air:water			IsA	Antonym
letter:text			IsA	IsA
light:white			IsA	Synonym
color:blue			IsA	HasProperty
music:information			IsA	HasA
earth:moon			IsA	HasA
air:atmosphere			IsA	Synonym
cup:plate			IsA	Antonym
hand:finger			IsA	Antonym
top:cover			IsA	IsA
adventure:game			IsA	IsA
spirit:light			IsA	HasProperty
pleasure:joy			IsA	Synonym
puppy:dog			IsA	IsA
mouse:computer			IsA	PartOf
mind:person			IsA	PartOf
practice:theory			IsA	Antonym
land:ocean			IsA	Antonym
paper:article			IsA	IsA
will:purpose			IsA	IsA
back:main			IsA	Antonym
action:performance			IsA	Synonym
base:top			IsA	Antonym
father:priest			IsA	Synonym
side:edge			IsA	Synonym
touch:sight			IsA	Antonym
bone:tissue			IsA	Antonym
arch:bridge			IsA	PartOf
age:life			IsA	PartOf
garden:place			IsA	IsA
america:democracy			IsA	IsA
experience:education			IsA	IsA
meat:animal			IsA	MadeOf
forest:land			IsA	IsA
parent:family			IsA	MemberOf
sugar:juice			IsA	PartOf
side:back			IsA	Antonym
game:action			IsA	IsA
violence:action			IsA	IsA
net:goal			IsA	IsA
water:wood			IsA	Antonym
china:asia			IsA	PartOf
fear:love			IsA	Antonym
purpose:object			IsA	Synonym
act:performance			IsA	PartOf
glass:orange			IsA	HasProperty
child:boy			IsA	Synonym
board:committee			IsA	Synonym
minister:government			IsA	PartOf
rise:change			IsA	IsA
foot:toe			IsA	Antonym
shop:buy			IsA	Entails
enjoyment:fun			IsA	Synonym
christian:church			Antonym	MemberOf
bedroom:house			IsA	PartOf
earth:space			IsA	Antonym
box:seat			IsA	IsA
